"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Skilled Nursing Care","Physical Therapy","Occupational Therapy","Speech Pathology","Medical Social","Home Health Aide","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"147778","ULTIMATE HOME HEALTH INC OF IL","7870 LINCOLN AVENUE, SUITE 5","SKOKIE","IL","60077","8473290702","Proprietary",7/26/2004 0:00:00,"Y","Y","Y","Y","Y","Y",14,20,95,95,95,95,95,21,5,77
"679450","ULTIMATE HOME HEALTH SERVICES","9000 WEST BELLFORT AVENUE SUITE 400","HOUSTON","TX","77031","7139888668","Proprietary",3/16/2004 0:00:00,"Y","Y","Y","Y","Y","Y",18,5,199,82,41,25,56,37,21,54
"107583","ULTIMATE NURSING CARE INC","6226 WEST CORPORATE OAKS DRIVE","CRYSTAL RIVER","FL","34429","3527469660","Proprietary",7/10/1998 0:00:00,"Y","Y","Y","Y","Y","Y",33,59,43,63,57,46,57,21,14,76
"167249","ULTIMATE NURSING SERVICES OF IOWA","3305 109TH STREET","URBANDALE","IA","50322","5152240011","Proprietary",12/15/1995 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"167315","ULTIMATE NURSING SERVICES OF IOWA INC","1422 HIGHWAY 71 NORTH","CARROLL","IA","51401","7127921921","Proprietary",7/18/2002 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"167316","ULTIMATE NURSING SERVICES OF IOWA INC","405 EAST MAIN STREET","ANAMOSA","IA","52205","3194624018","Proprietary",12/10/2004 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"147536","ULTRA CARE HOME MEDICAL","2100 N MANNHEIM RD","NORTHLAKE","IL","60164","8002229444","Proprietary",3/25/1993 0:00:00,"Y","Y","Y","Y","N","N",41,37,199,72,67,42,65,44,20,53
"117140","ULTRA CARE OF GEORGIA, INC","6201 VETERANS PLACE, SUITE G","COLUMBUS","GA","31909","7063247763","Proprietary",12/18/2003 0:00:00,"Y","Y","Y","Y","Y","Y",47,54,52,65,57,38,63,33,24,65
"197200","ULTRA HOME HEALTH","5207 ESSEN LANE, SUITE 4","BATON ROUGE","LA","70809","2257611592","Proprietary",7/31/1986 0:00:00,"Y","Y","Y","Y","Y","Y",35,199,199,199,60,199,46,44,18,54
"197123","ULTRA HOME HEALTH  CARE","109 NORTHPARK BLVD SUITE 320","COVINGTON","LA","70433","9858090566","Proprietary",4/18/1984 0:00:00,"Y","Y","Y","Y","Y","Y",28,45,45,45,62,43,42,41,26,51
"677574","ULTRA HOME HEALTH CARE INC","8303 SW FREEWAY SUITE 410","HOUSTON","TX","77074","7139885872","Proprietary",1/25/1993 0:00:00,"Y","Y","Y","Y","Y","Y",32,41,47,51,57,26,51,36,9,61
"227173","UMASS MEMORIAL HOME HEALTH","650 LINCOLN STREET","WORCESTER","MA","01605","5087540052","Voluntary Non Profit - Private",8/18/1967 0:00:00,"Y","Y","Y","Y","Y","Y",40,47,59,62,63,45,67,27,6,69
"537014","UMC HOME CARE SERVICES","2600 E 18TH ST","CHEYENNE","WY","82001","3076337000","Government - State/County",9/1/1975 0:00:00,"Y","Y","Y","Y","Y","Y",36,71,53,69,65,41,64,31,22,67
"677088","UMC HOME HEALTH","1301 50TH STREET SUITE 9","LUBBOCK","TX","79412","8067475377","Government - State/County",3/13/1987 0:00:00,"Y","Y","Y","Y","Y","Y",32,43,41,53,61,31,51,30,26,66
"347223","UNC HOME HEALTH","1101 WEAVER DAIRY ROAD SUITE 100","CHAPEL HILL","NC","27514","9199664915","Government - State/County",8/12/1997 0:00:00,"Y","Y","Y","Y","Y","Y",46,53,54,60,55,34,71,29,27,69
"557277","UNICARE HH SRVS","1501 W WASHINGTON BLVD","LOS ANGELES","CA","90007","2137380621","Proprietary",5/3/1993 0:00:00,"Y","Y","Y","Y","Y","Y",29,37,30,89,72,38,72,19,18,77
"237408","UNICARE HOME HEALTH","6060 DIXIE HIGHWAY","CLARKSTON","MI","48346","2486237423","Proprietary",9/14/1996 0:00:00,"Y","N","N","N","N","Y",30,62,47,48,54,22,60,34,20,63
"459429","UNICARE HOME HEALTH SERVICES","3300 S BROADWAY AVE STE 208","TYLER","TX","75701","9035319949","Proprietary",11/11/1998 0:00:00,"Y","Y","Y","Y","Y","Y",33,36,199,47,47,31,23,43,5,51
"237447","UNICARE HOME HEALTH SYSTEMS","13305 REECK ROAD","SOUTHGATE","MI","48195","7342818800","Proprietary",4/7/2000 0:00:00,"Y","Y","Y","Y","Y","Y",39,51,56,90,67,48,60,25,14,72
"077233","UNICARE, LLC","49 CANNON STREET, SUITE 210","BRIDGEPORT","CT","06604","2033686112","Voluntary Non Profit - Other",3/19/2003 0:00:00,"Y","Y","Y","Y","Y","Y",38,199,199,47,63,199,47,40,17,61
"447554","UNICOI COUNTY HOME HEALTH","100 GREENWAY CIRCLE","ERWIN","TN","37650","4237357001","Voluntary Non Profit - Other",5/30/1997 0:00:00,"Y","Y","Y","Y","Y","Y",42,75,56,62,65,31,88,30,34,67
"347121","UNIFIED HOME CARE LLC","8380 NC 87","REIDSVILLE","NC","27323","3366161955","Voluntary Non Profit - Other",10/2/1984 0:00:00,"Y","Y","Y","Y","Y","Y",48,65,63,71,56,35,70,34,21,64
"047859","UNION COUNTY HEALTH UNIT","301 AMERICAN ROAD","EL DORADO","AR","71730","8708633351","Government - State/County",7/1/1966 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,5,6,91
"197115","UNION GENERAL HOSP HHA","901 JAMES AVENUE","FARMERVILLE","LA","71241","3183689100","Voluntary Non Profit - Other",12/7/1983 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,63,199,34,41,27,49
"367426","UNION HOSPITAL HOME HEALTH","300 MEDICAL PARK DRIVE, SUITE 201","DOVER","OH","44622","3303436909","Voluntary Non Profit - Private",9/1/1987 0:00:00,"Y","Y","Y","N","Y","Y",35,58,52,64,62,37,68,27,29,70
"347210","UNION REGIONAL HOME CARE","101 EAST FRANKLIN STREET","MONROE","NC","28111","7042833381","Government - Local",3/1/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,67,45,70,64,37,63,31,23,66
"398032","UNIQUE AID","978 HICKORY RIDGE DRIVE","CHALFONT","PA","18914","8889986478","Proprietary",7/29/2005 0:00:00,"Y","N","N","N","N","Y",201,201,201,201,201,201,201,201,201,201
"557490","UNIQUE HH SRVS","596 N LAKE AVE STE 101","PASADENA","CA","91101","6265777596","Proprietary",1/4/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,56,37,70,59,34,66,43,5,53
"197780","UNIQUE HOME HEALTHCARE, INC","5422 SUPERIOR DRIVE SUITE A","BATON ROUGE","LA","70816","2257691466","Proprietary",10/6/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"497562","UNIQUE NURSES, INC","7345 MCWHORTER PLACE  SUITE 100","ANNANDALE","VA","22003","7039410977","Proprietary",2/17/2000 0:00:00,"Y","N","N","N","Y","N",199,199,199,199,199,199,199,199,199,199
"058165","UNISON HEALTH SERVICES, INC","721 E BROADWAY SUITE D","GLENDALE","CA","91205","8182435575","Proprietary",3/14/2003 0:00:00,"Y","Y","Y","Y","Y","Y",69,81,66,92,93,42,87,26,5,73
"077226","UNISON HOME CARE SERVICES","921 SAYBROOK ROAD","MIDDLETOWN","CT","06457","8603474446","Proprietary",4/3/2000 0:00:00,"Y","Y","Y","Y","Y","Y",31,48,199,60,47,21,58,49,28,44
"107708","UNISOURCE HOME HEALTH SERVICES","7372 NW 12TH STREET","MIAMI","FL","33126","3057406151","Proprietary",6/6/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"077044","UNITED COMMUNITY & FAMILY SERV","47 TOWN STREET","NORWICH","CT","06360","8608892375","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,45,27,48
"397451","UNITED COMMUNITY HOSP HH SRVCS","631 NORTH BROAD ST EXT","GROVE CITY","PA","16127","7244507064","Voluntary Non Profit - Other",10/21/1986 0:00:00,"Y","Y","Y","Y","Y","Y",33,56,44,82,65,52,61,19,20,74
"459309","UNITED HEALTHCARE SERVICES","2405 E HARRISON AVE","HARLINGEN","TX","78550","9564234747","Proprietary",6/18/1997 0:00:00,"Y","Y","Y","Y","Y","Y",16,14,14,34,33,24,12,45,9,49
"453134","UNITED HEALTHCARE SERVICES","2322 UNIVERSITY DRIVE","ROWLETT","TX","75088","9724757424","Proprietary",8/10/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"337195","UNITED HEBREW GERIATRIC LTHHCP","60 WILLOW DRIVE","NEW ROCHELLE","NY","10805","9146322870","Voluntary Non Profit - Religious Affiliations",8/2/1983 0:00:00,"Y","Y","Y","Y","Y","Y",25,22,199,199,42,27,23,68,17,30
"237438","UNITED HOME CARE","927 RIVERSIDE PLAZA","IRON RIVER","MI","49935","9062656118","Voluntary Non Profit - Private",8/10/1998 0:00:00,"Y","Y","Y","Y","Y","Y",43,58,37,63,75,39,57,32,6,64
"457873","UNITED HOME CARE","405 HIGHLAND STREET","ALICE","TX","78332","3616648908","Proprietary",8/16/2005 0:00:00,"Y","Y","Y","Y","N","Y",201,201,201,201,201,201,201,201,201,201
"117080","UNITED HOME CARE - CUMMING","102 PILGRIM VILLAGE","CUMMING","GA","30040","7708870854","Proprietary",1/25/1983 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"117092","UNITED HOME CARE OF GRIFFIN","109 WEST OAK  STREET","GRIFFIN","GA","30223","7702280525","Proprietary",9/5/1989 0:00:00,"Y","Y","Y","Y","Y","Y",32,53,52,66,51,29,60,24,23,74
"117129","UNITED HOME CARE OF NORTH GEOR","471 SOUTH MAIN STREET, SUITE B","CLEVELAND","GA","30528","7709254788","Proprietary",12/2/1999 0:00:00,"Y","Y","Y","Y","Y","Y",37,48,57,51,56,40,56,27,9,68
"557014","UNITED HOME CARE OF NORTHERN CALIFORNIA","245 NEW YORK RANCH RD, STE C","JACKSON","CA","95642","2092233866","Proprietary",8/1/1988 0:00:00,"Y","Y","Y","Y","Y","Y",43,45,41,51,62,39,59,20,18,77
"107651","UNITED HOME CARE SERVICES","4901 NW 17TH WAY #100","FORT LAUDERDALE","FL","33309","3054770440","Voluntary Non Profit - Other",6/7/2001 0:00:00,"Y","Y","Y","Y","Y","Y",39,49,62,67,69,44,44,20,7,77
"227442","UNITED HOME CARE SERVICES","75 PEARL STREET, SUITE 16","READING","MA","01867","9785311772","Proprietary",7/2/1996 0:00:00,"Y","Y","Y","Y","Y","Y",18,199,199,199,70,199,199,24,33,70
"197496","UNITED HOME CARE SERVICES, LLC","1535 W MAIN ST, STE 4","VILLE PLATTE","LA","70586","3373630100","Proprietary",12/1/1992 0:00:00,"Y","Y","Y","Y","Y","Y",37,39,45,42,65,47,26,50,42,47
"197443","UNITED HOME CARE SERVICES- SW, INC","115 WILLIAMSBURG","LAKE CHARLES","LA","70605","3374397879","Proprietary",4/6/1992 0:00:00,"Y","Y","Y","Y","Y","Y",28,34,31,74,73,30,43,56,16,38
"197773","UNITED HOME CARE SERVICES-SE,","16260 AIRLINE HIGHWAY , SUITE B","PRAIRIEVILLE","LA","70769","2252951823","Proprietary",3/8/2002 0:00:00,"Y","Y","Y","Y","Y","Y",32,43,199,58,62,35,49,62,55,33
"107594","UNITED HOME CARE SVCS INC","5255 NW 87TH AVENUE, SUITE 301","MIAMI","FL","33178","3054770440","Voluntary Non Profit - Private",2/26/1999 0:00:00,"Y","Y","Y","Y","Y","Y",39,47,73,79,77,63,77,21,20,78
"147725","UNITED HOME CARE, INC","3774 W DEVON AVENU","LINCOLNWOOD","IL","60712","8473290148","Proprietary",8/7/2002 0:00:00,"Y","Y","Y","Y","Y","Y",28,29,33,73,68,32,63,29,17,67
"117118","UNITED HOME CARE, INC.","4151 MEMORIAL DRIVE, SUITE 207-E","DECATUR","GA","30032","4042979924","Proprietary",8/5/1997 0:00:00,"Y","Y","Y","Y","Y","Y",36,49,52,64,60,35,51,34,17,64
"197460","UNITED HOME CARE, INC.","1890 HUDSON CIRCLE, SUITE 3","MONROE","LA","71201","3183299264","Proprietary",6/22/1992 0:00:00,"Y","Y","Y","Y","Y","Y",28,32,38,51,57,37,32,51,23,41
"517053","UNITED HOME HEALTH","PO BOX 1680, HWY 19 S.","CLARKSBURG","WV","26302","3046242424","Voluntary Non Profit - Private",4/18/1985 0:00:00,"Y","Y","Y","Y","Y","Y",52,69,39,74,55,23,43,33,22,64
"197170","UNITED HOME HEALTH CARE OF SHREVEPORT","9400 VILLAGE GREEN DR.","SHREVEPORT","LA","71115","3187987777","Proprietary",1/24/1984 0:00:00,"Y","Y","Y","Y","Y","Y",49,52,47,66,71,54,47,46,44,48
"237144","UNITED HOME HEALTH SERVICES","2200 CANTON CENTER RD","CANTON","MI","48187","7349818820","Voluntary Non Profit - Private",10/17/1983 0:00:00,"Y","Y","Y","Y","Y","Y",43,49,58,71,69,47,67,30,27,67
"367793","UNITED HOME HEALTH SERVICES","297 WOODLAND AVENUE","COLUMBUS","OH","43203","6143722273","Proprietary",6/5/2002 0:00:00,"Y","Y","Y","Y","Y","Y",52,41,199,46,46,30,36,51,43,48
"147289","UNITED HOME HEALTH SERVICES D/B/A MEDERI","1717 NORTH ILLINOIS, STE 4","SWANSEA","IL","62226","6182778899","Proprietary",8/6/1984 0:00:00,"Y","Y","Y","Y","Y","Y",23,40,50,48,52,19,45,39,14,58
"147635","UNITED HOME HEALTH SERVICES OF COOK COUNTY, INC","18036 GOTTSCHALK AVE","HOMEWOOD","IL","60430","7086471042","Proprietary",2/7/1996 0:00:00,"Y","Y","Y","Y","Y","Y",34,52,60,49,57,27,59,33,19,64
"107661","UNITED HOMECARE SERVICES OF SOUTHWEST FLORIDA, LL","12734 KENWOOD LANE STE 74","FORT MYERS","FL","33907","2392783032","Proprietary",8/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",47,54,55,69,62,42,59,22,17,73
"247274","UNITED HOSP DIST HOME HLTH SER","515 S MOORE ST","BLUE EARTH","MN","56013","5075263273","Government - Local",1/19/1993 0:00:00,"Y","Y","Y","Y","N","Y",38,62,56,93,60,49,65,23,24,70
"679184","UNITED HOUSE CALLS OF TEXAS","4648 TREADAWAY BLVD","ABILENE","TX","79602","3256953888","Proprietary",11/14/2002 0:00:00,"Y","Y","Y","Y","Y","Y",29,29,21,32,50,28,16,44,27,50
"679317","UNITED HOUSTON HEALTH CARE","1120 NASA ROAD ONE SUITE 460","NASSAU BAY","TX","77058","2813355668","Proprietary",8/5/2003 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,29,28,70
"673105","UNITED KARE HOME HEALTH","1333 W MCDERMOTT DRIVE STE 200","ALLEN","TX","75013","4695191069","Proprietary",1/5/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,37,48,55
"107752","UNITED NURSING SERVICES, INC","1897 PALM BEACH LAKES BLVD SUITE 213","HAVERHILL","FL","33409","5614788788","Proprietary",1/16/2003 0:00:00,"Y","Y","Y","Y","Y","Y",39,55,49,52,62,44,62,27,9,68
"237426","UNITED STATES HOME HEALTH CARE","25415 SOUTHFIELD ROAD","SOUTHFIELD","MI","48075","2484436781","Proprietary",7/2/1997 0:00:00,"Y","Y","Y","Y","Y","Y",32,35,53,60,57,36,52,27,8,69
"077025","UNITED VISITING NURSE ASSOCIAT","40 LINDEMAN DRIVE","TRUMBULL","CT","06611","2033309198","Voluntary Non Profit - Other",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",35,48,52,57,58,39,59,27,24,69
"247279","UNITY FAMILY HOME CARE HOSPICE","815 SOUTHEAST SECOND STREET","LITTLE FALLS","MN","56345","3206321144","Voluntary Non Profit - Religious Affiliations",3/10/1993 0:00:00,"Y","Y","Y","Y","Y","Y",35,47,29,52,55,38,50,20,23,73
"267565","UNITY HEALTH HOMECARE","1000 DES PERES, SUITE 200","SAINT LOUIS","MO","63131","3147294550","Voluntary Non Profit - Religious Affiliations",9/22/2000 0:00:00,"Y","Y","Y","Y","Y","Y",43,60,63,60,66,44,60,27,21,70
"167011","UNITY HOME CARE","1609 CEDAR STREET","MUSCATINE","IA","52761","5632633325","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",28,49,57,61,51,34,60,42,29,56
"237558","UNITY HOME CARE, INC","901 NORTH MACOMB","MONROE","MI","48162","7342430758","Proprietary",12/11/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"557600","UNITY HOME HEALTH AGENCY INC","730 SOUTH CENTRAL AVENUE SUITE 212","GLENDALE","CA","91204","8185508268","Proprietary",10/13/1995 0:00:00,"Y","Y","Y","Y","Y","Y",45,44,42,84,82,51,67,23,10,73
"197477","UNITY HOME HEALTH CARE, INC","209 N COURT STREET SUITE D","OPELOUSAS","LA","70570","3374079595","Proprietary",10/7/1992 0:00:00,"Y","Y","Y","Y","Y","Y",33,48,52,52,65,43,48,28,20,66
"679353","UNITY HOME HEALTH SERVICES","9550 FOREST LANE SUITE 313","DALLAS","TX","75243","2143408355","Proprietary",9/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,35,14,65
"108048","UNITY HOME HEALTH SERVICES, INC","10491 HELEY STREET","SPRING HILL","FL","34608","3526848852","Proprietary",5/4/2004 0:00:00,"Y","Y","Y","Y","Y","Y",53,45,85,95,88,75,84,11,14,86
"679018","UNITY HOMECARE","8866 GULF FREEWAY STE 400","HOUSTON","TX","77017","7139440500","Proprietary",1/29/2001 0:00:00,"Y","Y","Y","Y","Y","Y",7,17,31,45,35,20,16,39,5,53
"527220","UNIV HSPTL HHA","2030 PINEHURST DR","MIDDLETON","WI","53562","6082032273","Voluntary Non Profit - Private",3/13/1992 0:00:00,"Y","Y","Y","Y","Y","Y",41,58,46,65,58,33,65,26,22,70
"337286","UNIVERA HEALTHCARE","205 PARK CLUB LANE","BUFFALO","NY","14221","7168399520","Voluntary Non Profit - Other",11/25/1991 0:00:00,"Y","Y","Y","Y","Y","Y",39,47,52,63,58,38,63,34,26,61
"368057","UNIVERSAL HEALTH CARE SERVICES, INC","4889 SINCLAIR ROAD, SUITE 105","COLUMBUS","OH","43229","6145470282","Voluntary Non Profit - Other",6/10/2004 0:00:00,"Y","Y","Y","Y","N","Y",201,201,201,201,201,201,201,201,201,201
"458238","UNIVERSAL HEALTH SERVICES","1208 COUNTRY CLUB LANE  STE #B","FORT WORTH","TX","76112","8174511404","Proprietary",12/2/1994 0:00:00,"Y","Y","Y","Y","Y","Y",41,45,39,62,60,36,41,49,22,42
"678449","UNIVERSAL HEALTH SERVICES","7100 REGENCY SQUARE  STE 255","HOUSTON","TX","77036","7139149141","Proprietary",10/3/1996 0:00:00,"Y","Y","N","N","Y","Y",199,199,199,199,199,199,199,59,30,42
"377668","UNIVERSAL HEALTHCARE","114 NW 6TH STREET","OKLAHOMA CITY","OK","73102","4052720700","Proprietary",4/23/2004 0:00:00,"Y","Y","Y","Y","Y","Y",31,55,29,62,47,16,31,35,32,61
"557669","UNIVERSAL HOME CARE,  INC.","151 N SAN VICENTE BLVD STE 200","BEVERLY HILLS","CA","90211","3236539222","Proprietary",3/6/1996 0:00:00,"Y","Y","Y","Y","Y","Y",39,52,45,61,59,36,49,29,23,65
"237476","UNIVERSAL HOME HEALTH CARE","23100 PROVIDENCE DRIVE, SUITE 226","SOUTHFIELD","MI","48075","2484230236","Proprietary",10/15/2002 0:00:00,"Y","Y","Y","Y","Y","Y",31,43,62,78,67,57,71,30,21,67
"367264","UNIVERSAL NURSING SERVICES INC","402 E MARKET STREET","AKRON","OH","44304","3304347318","Proprietary",11/29/1984 0:00:00,"Y","Y","Y","Y","Y","Y",25,43,61,59,46,39,48,44,40,53
"247029","UNIVERSAL PEDIATRIC SERV INC","7100 NORTHLAND CIRCLE SUITE 117","BROOKLYN PARK","MN","55428","7635359690","Proprietary",5/18/1994 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"347220","UNIVERSITY HOME CARE","1005 W H SMITH BLVD PO BOX 8125","GREENVILLE","NC","27835","2528477830","Voluntary Non Profit - Private",10/29/1996 0:00:00,"Y","Y","Y","Y","Y","Y",46,61,60,76,61,41,70,27,13,68
"347218","UNIVERSITY HOME CARE CASHIE","304 GRANVILLE ST.","WINDSOR","NC","27983","2527942622","Voluntary Non Profit - Private",8/1/1996 0:00:00,"Y","Y","Y","Y","Y","Y",46,65,67,75,63,39,74,33,20,65
"367683","UNIVERSITY HOME CARE SERVICES","445 EAST DUBLIN GRANVILLE RD","WORTHINGTON","OH","43085","6142932273","Voluntary Non Profit - Private",5/25/1996 0:00:00,"Y","Y","Y","Y","Y","Y",33,50,62,55,64,43,58,30,25,65
"427300","UNIVERSITY HOME HEALTH","106B EAST MARTINTOWN RD","NORTH AUGUSTA","SC","29841","8032780770","Voluntary Non Profit - Other",6/1/1981 0:00:00,"Y","Y","Y","Y","Y","Y",34,46,47,68,55,41,45,25,21,72
"117031","UNIVERSITY HOME HEALTH","4106 COLUMBIA ROAD, SUITE 102","MARTINEZ","GA","30907","7068683220","Voluntary Non Profit - Other",5/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",32,51,46,59,49,33,58,18,18,82
"117068","UNIVERSITY HOME HEALTH (WAYNES","107 DOGWOOD DRIVE","WAYNESBORO","GA","30830","7065547013","Voluntary Non Profit - Other",6/1/1982 0:00:00,"Y","Y","Y","Y","Y","Y",34,55,41,70,55,37,55,30,21,67
"367424","UNIVERSITY HOSPITAL HOME CARE SERVICES, INC","4901 GALAXY PARKWAY, SUITE L","WARRENSVILLE HTS","OH","44128","2167651195","Voluntary Non Profit - Private",5/13/1987 0:00:00,"Y","Y","Y","Y","Y","Y",37,56,60,60,58,46,68,29,24,68
"267564","UNIVERSITY NURSES SENIOR CARE HOME HEALTH","ELLIS FISCHEL CANCER CTR,115 BUSINESS LOOP 70 WEST","COLUMBIA","MO","65203","5738842689","Voluntary Non Profit - Other",8/1/2000 0:00:00,"Y","Y","Y","Y","Y","Y",31,60,37,53,56,33,59,24,25,71
"447230","UNIVERSITY OF TN MEDICAL CENTER HOME CARE SERVICES","2200 SUTHERLAND AVENUE, SUITE 102","KNOXVILLE","TN","37919","8655446200","Voluntary Non Profit - Private",8/10/1983 0:00:00,"Y","Y","Y","Y","Y","Y",42,53,55,59,60,47,65,33,21,66
"327157","UNIVERSITY TERRACE HOME HEALTH CARE AGENCY","3025 TERRACE DRIVE","LAS CRUCES","NM","88011","5055562103","Voluntary Non Profit - Religious Affiliations",11/15/1996 0:00:00,"Y","Y","N","N","N","Y",33,199,199,199,71,199,199,28,14,67
"108123","UNLIMITED CARE OF FLORIDA, INC","11890 SW 8 STREET, SUITE 214","MIAMI","FL","33184","3055595500","Proprietary",12/14/2004 0:00:00,"Y","Y","N","N","Y","Y",42,199,199,64,51,199,45,24,28,79
"458331","UNLIMITED HOME CARE","12223 ASHLEY CIRCLE DRIVE EAST","HOUSTON","TX","77071","7139882261","Proprietary",3/23/1995 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,50,37,45
"237219","UNS HOME HEALTH AGENCY INC","2925 PORTAGE ROAD","KALAMAZOO","MI","49001","2692269363","Proprietary",6/20/1990 0:00:00,"Y","Y","Y","Y","Y","Y",38,60,58,56,64,24,74,28,25,66
"237187","UP HOME HEALTH & HOSPICE","1414 W FAIR AVE","MARQUETTE","MI","49855","9062254545","Proprietary",3/20/1986 0:00:00,"Y","Y","Y","Y","Y","Y",31,50,35,67,47,18,60,37,11,56
"227198","UPHAMS HOME HEALTH CARE","415 COLUMBIA ROAD, 2ND FLOOR","DORCHESTER","MA","02125","6178259206","Voluntary Non Profit - Private",2/3/1976 0:00:00,"Y","Y","Y","Y","Y","Y",28,36,199,61,45,19,68,60,52,34
"457853","UPHILL HOME HEALTH INC","7447 HARWIN #170","HOUSTON","TX","77036","7139531187","Proprietary",6/28/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"527078","UPLAND HILLS HOME CARE","800 COMPASSION WAY","DODGEVILLE","WI","53533","6089359404","Voluntary Non Profit - Private",4/17/1975 0:00:00,"Y","Y","Y","Y","Y","Y",26,65,43,70,51,26,61,22,22,75
"397636","UPMC/SOUTH HILLS HEALTH SYSTEM HOME HEALTH, L.P.","300 NORTHPOINTE CIRCLE","SEVEN FIELDS","PA","16046","7247784663","Proprietary",4/27/1995 0:00:00,"Y","Y","Y","Y","Y","Y",36,57,65,61,61,41,66,28,20,69
"067136","UPPER ARKANSAS HOME HEALTH","543 EAST 1ST STREET","SALIDA","CO","81201","7195397638","Government - Combination GOVT & Voluntary",1/1/1985 0:00:00,"Y","Y","Y","Y","Y","Y",34,44,50,60,54,38,41,22,23,71
"217094","UPPER CHES\SJMC HOMECARE INC","8003 CORPORATE DRIVE SUITE G","BALTIMORE","MD","21236","4109310990","Voluntary Non Profit - Private",6/8/1984 0:00:00,"Y","Y","Y","Y","Y","Y",48,62,48,62,66,50,64,23,20,74
"367017","UPPER VALLEY MEDICAL CENTER HOME CARE SERVICES","3130 NORTH DIXIE HIGHWAY","TROY","OH","45373","9374407616","Voluntary Non Profit - Other",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",47,72,46,71,62,42,63,17,21,85
"677517","URESTI SENIOR ASSISTANCE","830 WEST KING","KINGSVILLE","TX","78363","3615925262","Proprietary",9/11/1992 0:00:00,"Y","Y","Y","Y","Y","Y",29,31,34,39,50,25,27,38,11,56
"447518","US BIOSERVICES","5211 LINBAR DRIVE SUITE 508","NASHVILLE","TN","37211","6153312011","Proprietary",11/5/1990 0:00:00,"Y","N","N","N","Y","N",199,199,199,199,199,199,199,199,199,199
"147804","US HEALTHCARE SERVICES","15512 SOUTH CICERO, SUITE 205","OAK FOREST","IL","60452","7085356800","Proprietary",4/4/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"237494","US HOME CARE, INC","23155 NORTHWESTERN HWY, STE102","SOUTHFIELD","MI","48075","2483583030","Proprietary",8/12/2003 0:00:00,"Y","Y","Y","Y","Y","Y",43,62,199,66,63,54,36,37,26,63
"679473","US HOME HEALTH CARE INC","1245 SOUTH RIDGE CT SUITE 203","HURST","TX","76053","8175897575","Proprietary",5/4/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,5,13,199
"107785","USA HOME HEALTH SERVICES","23123 STATE ROAD 7","BOCA RATON","FL","33428","5614997337","Proprietary",7/10/2003 0:00:00,"Y","Y","Y","Y","Y","Y",19,38,40,42,48,26,41,26,9,67
"107397","USA HOME HEALTH SERVICES","4620 N STATE RD 7 SUITE 100","LAUDERDALE LAKES","FL","33319","9547357332","Proprietary",7/11/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,52,67,70,65,51,58,24,5,72
