ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
677006,NURSES NIGHT AND DAY INC,4310 AUSTIN STREET,HOUSTON,TX,77004,7135298633,PROPRIETARY,10/4/1985,Y,Y,Y,Y,Y,Y,71,89,100,97,93,88,87,98,83,199,81,77,93,44,39,50,69,61,82,201,21,201,29
677011,LIFESPAN HOME HEALTH,6243 IH10 WEST SUITE #375,SAN ANTONIO,TX,78201,2107985005,PROPRIETARY,10/1/1985,Y,Y,Y,Y,Y,Y,43,81,98,93,58,51,80,95,94,199,88,76,77,45,46,61,57,57,90,201,39,201,23
677014,FRIO HOSPITAL HOME HEALTH AGENCY,256 S IH 35,PEARSALL,TX,78061,8303342058,COMBINATION GOVERNMENT VOLUNTARY,2/5/1986,Y,Y,Y,Y,Y,Y,76,63,97,99,69,75,81,97,73,199,91,93,87,63,64,68,73,63,199,201,51,201,25
677027,ROLLING PLAINS HOME HEALTH,200 EAST ARIZONA,SWEETWATER,TX,79556,3252352030,GOVERNMENT - STATE/COUNTY,1/8/1986,Y,Y,N,Y,N,Y,99,96,99,100,81,85,97,97,100,199,100,96,99,34,33,51,55,59,199,201,24,201,27
677028,BOWIE MEMORIAL HOSPITAL HOME HEALTH,1001 ROCK STREET,BOWIE,TX,76230,9408726167,VOLUNTARY NON-PROFIT - OTHER,12/4/1985,Y,Y,N,Y,Y,Y,95,89,95,66,83,75,94,90,95,199,199,199,74,44,56,57,66,79,199,201,35,201,36
677032,OUTREACH HEALTH SERVICES,1107 BABCOCK ROAD SECOND FLOOR,SAN ANTONIO,TX,78201,2107383627,PROPRIETARY,4/30/1986,Y,Y,Y,Y,Y,N,97,84,87,94,199,51,76,96,92,199,67,83,96,40,36,44,56,29,199,201,28,201,18
677035,SCOTT AND WHITE HOME CARE-TAYLOR,2705 DONNA DR,TAYLOR,TX,76574,5123521311,PROPRIETARY,2/28/1986,Y,Y,Y,Y,Y,Y,92,88,98,75,83,95,92,100,90,199,85,86,96,51,37,59,56,79,100,201,40,201,32
677036,PALO PINTO GENERAL HOSPITAL HOME HEALTH,218 S W 26TH AVENUE,MINERAL WELLS,TX,76067,9403254471,PROPRIETARY,2/6/1986,Y,Y,Y,N,Y,Y,96,93,99,99,82,77,84,97,98,199,199,96,97,56,69,70,71,79,93,201,53,201,30
677037,EAST TEXAS MEDICAL CENTER HOME HEALTH  NORTH,208 LAFAYETTE STREET,PITTSBURG,TX,75686,9038566554,VOLUNTARY NON-PROFIT - OTHER,12/6/1985,Y,Y,Y,Y,Y,Y,91,82,98,100,68,71,86,98,92,96,84,99,99,56,49,65,55,56,90,201,34,201,26
677049,VALLEY BAPTIST MEDICAL CENTER HOME HEALTH,2101 PEASE STREET,HARLINGEN,TX,78550,9564251543,VOLUNTARY NON-PROFIT - CHURCH,6/3/1986,Y,Y,Y,N,Y,Y,97,96,100,99,54,50,93,99,99,199,95,93,98,65,51,67,66,81,95,201,51,201,25
677052,PETERSON HOME CARE,1420 WATER STREET,KERRVILLE,TX,78028,8302573111,VOLUNTARY NON-PROFIT - OTHER,7/8/1986,Y,Y,Y,Y,Y,Y,98,61,99,97,88,90,69,96,99,199,42,44,83,57,55,67,75,63,96,201,53,201,29
677065,YOUNG COUNTY HOME HEALTH CARE,700 ELM STREET,GRAHAM,TX,76450,9405494039,PROPRIETARY,9/17/1986,Y,Y,N,N,N,Y,93,98,96,89,82,82,98,92,99,199,98,100,84,57,61,57,34,17,88,201,30,201,47
677078,CALVERT HOME HEALTH CARE LTD,131 N GRAIN,CROSBYTON,TX,79322,8067478972,PROPRIETARY,1/9/1987,Y,Y,Y,Y,Y,Y,99,61,92,100,79,81,86,100,91,91,79,99,100,69,56,78,74,57,89,201,57,201,25
677080,ANSON GENERAL HOSPITAL HOME HEALTH AGENCY,1201 AVE J,ANSON,TX,79501,3258234110,GOVERNMENT - STATE/COUNTY,1/15/1987,Y,Y,Y,Y,N,Y,96,89,100,98,32,30,199,98,100,199,199,100,94,40,41,54,69,45,199,201,199,201,35
677088,UMC HOME HEALTH,1301 50TH STREET SUITE 9,LUBBOCK,TX,79412,8067475377,GOVERNMENT - STATE/COUNTY,3/13/1987,Y,Y,Y,Y,Y,Y,93,75,99,88,64,52,58,99,91,199,57,42,90,50,58,65,73,67,87,201,35,201,26
677099,GRAHAM REGIONAL HOME HEALTH,523 ELM STREET,GRAHAM,TX,76450,9405492672,GOVERNMENT - LOCAL,6/2/1987,Y,Y,Y,N,Y,Y,92,85,100,96,74,76,199,100,92,199,199,199,99,60,39,63,48,51,199,201,37,201,28
677101,PARK HOME HEALTH SERVICES,117 WEST PARK AVENUE,IOWA PARK,TX,76367,9405922753,PROPRIETARY,6/29/1987,Y,Y,Y,Y,Y,Y,98,90,92,100,61,71,199,96,100,199,199,199,98,199,199,84,86,199,199,201,199,201,42
677103,JACKSON COUNTY HOSPITAL DISTRICT HOME CARE,204 SOUTH 3RD STREET,GANADO,TX,77962,3617827830,VOLUNTARY NON-PROFIT - OTHER,7/8/1987,Y,Y,Y,Y,N,Y,89,92,100,97,51,28,199,98,100,199,97,100,98,43,33,53,51,60,199,201,48,201,44
677109,CALVERT HOME HEALTH CARE LTD,10207 INDIANA AVE,LUBBOCK,TX,79423,8067478972,PROPRIETARY,8/21/1987,Y,Y,Y,Y,Y,Y,98,76,96,100,76,77,88,100,95,98,90,100,100,60,55,73,71,58,88,201,61,201,28
677112,ACCOLADE HOME CARE,318 E MORRIS,YOAKUM,TX,77995,3612932378,PROPRIETARY,9/18/1987,Y,Y,Y,Y,Y,Y,94,100,100,99,82,73,93,98,97,199,94,90,100,59,44,65,45,63,91,201,53,201,48
677125,GUARDIAN HEALTHCARE,1401 BALLINGER,FORT WORTH,TX,76102,8178828200,PROPRIETARY,11/17/1987,Y,Y,Y,Y,Y,Y,78,90,96,84,75,81,85,94,94,96,86,88,98,59,49,73,66,61,90,201,50,201,27
677127,SOUTH TEXAS HOME HEALTH,121 SOUTH SMITH STREET,PLEASANTON,TX,78064,8302818136,PROPRIETARY,12/9/1987,Y,Y,Y,Y,Y,Y,97,94,100,99,59,65,90,99,94,93,81,86,98,60,53,72,74,82,94,201,43,201,28
677129,MEDICAL ARTS HOSPITAL HOME CARE,200 NORTH 3RD STREET,LAMESA,TX,79331,8068727747,GOVERNMENT - STATE/COUNTY,12/22/1987,Y,Y,Y,Y,Y,Y,82,84,100,91,80,72,95,97,97,100,95,97,93,49,39,58,43,45,94,201,39,201,33
677132,AT HOME HEALTHCARE,419 S BECKHAM,TYLER,TX,75701,9035977700,PROPRIETARY,1/21/1988,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
677137,ENCOMPASS HOME HEALTH OF SOUTHEAST TEXAS,4310 DOWLEN ROAD SUITE 10,BEAUMONT,TX,77706,4098351996,PROPRIETARY,2/3/1988,Y,Y,Y,Y,Y,Y,89,95,93,94,67,56,84,98,97,80,94,87,100,56,53,72,57,41,91,201,48,201,27
677142,ELECTRA MEMORIAL HOSPITAL HOME HEALTH SERVICES,113 WEST CLEVELAND STREET,ELECTRA,TX,76360,9404952900,GOVERNMENT - LOCAL,3/21/1988,Y,Y,N,Y,Y,Y,99,98,97,100,88,73,199,85,97,199,199,100,96,41,45,51,53,71,199,201,199,201,31
677143,ELDERCARE HOME HEALTH,1835 SOUTH SAM HOUSTON SUITE H,SAN BENITO,TX,78586,9563999400,VOLUNTARY NON-PROFIT - PRIVATE,4/6/1988,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677144,MAVERICK HOME HEALTH,2822 N VETERANS BLVD SUITE A,EAGLE PASS,TX,78852,8307735330,PROPRIETARY,4/6/1988,Y,Y,Y,Y,N,Y,93,97,99,99,38,31,98,99,99,100,96,95,80,50,48,70,52,46,91,201,36,201,35
677153,GUARDIAN HEALTHCARE,607 WEST BROWN STREET,HEARNE,TX,77859,9792799284,PROPRIETARY,8/3/1988,Y,Y,Y,Y,Y,Y,87,94,97,79,73,67,87,98,96,99,85,84,99,61,48,73,63,62,100,201,56,201,29
677154,SETON HIGHLAND LAKES HOME HEALTH,409 INDUSTRIAL BOULEVARD,BURNET,TX,78611,5127567511,VOLUNTARY NON-PROFIT - CHURCH,8/5/1988,Y,Y,N,Y,Y,Y,91,89,100,87,64,64,91,99,100,199,97,98,100,64,80,68,56,71,100,201,41,201,25
677158,SUNRISE HOME HEALTH SERVICES OF AMERICA INC,1221 ARISTA ROAD,ROCKWALL,TX,75032,9722781414,PROPRIETARY,8/22/1988,Y,Y,Y,Y,Y,Y,93,90,99,100,83,85,96,100,98,90,97,98,97,59,61,64,67,65,93,201,43,201,22
677166,GENTIVA HEALTH SERVICES,1600 WEST 38TH STREET  SUITE #202,AUSTIN,TX,78731,5124595479,PROPRIETARY,9/16/1988,Y,Y,Y,Y,Y,Y,86,88,97,96,78,64,86,95,98,100,95,95,98,53,51,59,66,60,84,201,47,201,25
677177,CMS HEALTH CARE INC,1102 EARLY BLVD,EARLY,TX,76802,3256434900,PROPRIETARY,11/2/1988,Y,Y,N,Y,Y,Y,97,57,100,98,60,56,83,99,98,199,199,97,96,56,39,71,68,49,97,201,52,201,39
677184,MEMORIAL HOSPITAL HOME HEALTH CARE,1004 HOBBS HIGHWAY  SUITE 2,SEMINOLE,TX,79360,4327582662,GOVERNMENT - STATE/COUNTY,10/21/1988,Y,Y,N,Y,Y,Y,99,72,91,60,26,16,75,86,91,199,84,95,90,50,48,67,70,85,199,201,57,201,30
677188,SHEPARDS CROOK NURSING AGENCY INC,916 CREST ROAD SUITE 101,PAMPA,TX,79065,8066650356,PROPRIETARY,12/7/1988,Y,Y,Y,Y,N,Y,95,97,100,98,72,79,97,100,94,100,93,87,95,49,38,50,47,25,88,201,17,201,34
677193,INTEGRACARE OF ATHENS-HOME HEALTH LLC,1315 SOUTH PALESTINE,ATHENS,TX,75751,9036755184,PROPRIETARY,2/17/1989,Y,Y,Y,Y,Y,Y,87,86,92,72,88,89,70,82,97,199,73,67,97,45,48,67,46,39,93,201,49,201,37
677194,NORTH TEXAS HOME HEALTH,1106 TRAVIS STREET SUITE 130,WICHITA FALLS,TX,76301,9403221672,PROPRIETARY,3/3/1989,Y,Y,Y,Y,Y,Y,93,95,100,100,83,80,99,100,100,199,100,98,98,58,39,70,68,42,96,201,33,201,34
677197,NIGHTINGALE NURSES HOME HEALTH AGENCY INC,1510 NORTH HAMPTON ROAD SUITE 210,DESOTO,TX,75115,9722288283,VOLUNTARY NON-PROFIT - OTHER,2/27/1989,Y,Y,Y,Y,Y,Y,89,86,98,85,77,25,199,78,90,199,199,73,54,35,39,39,29,20,199,201,199,201,26
677207,SUN CITY HOME CARE INC,1100 NORTH STANTON SUITE 710,EL PASO,TX,79902,9155420014,PROPRIETARY,4/18/1989,Y,Y,Y,Y,Y,Y,84,96,99,90,34,39,100,93,95,199,96,92,96,47,38,44,66,28,199,201,31,201,30
677209,THE CARE GROUP OF TEXAS,9220 KIRBY DRIVE STE 1000,HOUSTON,TX,77054,7133832100,PROPRIETARY,5/24/1989,Y,Y,Y,Y,Y,Y,23,92,100,87,88,83,199,97,97,199,95,97,97,47,57,53,199,72,199,201,199,201,42
677210,AMERICAN HOME HEALTH AND HOSPICE,315 SOUTH OAK,PECOS,TX,79772,4324453330,PROPRIETARY,5/31/1989,Y,Y,N,N,N,Y,99,94,100,100,82,63,81,99,98,199,97,98,100,46,35,51,54,39,199,201,61,201,41
677211,MEDICAL INSIGHTS & CARE UNLIMITED LP,4610 BELLE PARK DRIVE,HOUSTON,TX,77072,7137746428,PROPRIETARY,6/21/1989,Y,Y,Y,Y,Y,Y,52,89,98,86,22,15,199,95,91,199,91,100,92,45,35,31,199,43,199,201,42,201,34
677220,HERITAGE HOME HEALTH,120 E SOUTHTOWN DRIVE SUITE 100,TYLER,TX,75703,9035617250,VOLUNTARY NON-PROFIT - OTHER,9/5/1989,Y,Y,Y,Y,Y,Y,83,60,99,99,63,65,90,97,97,199,96,96,97,50,47,49,61,60,199,201,31,201,32
677221,EXCEL CARE INC,6322 SOVEREIGN DRIVE SUITE #141,SAN ANTONIO,TX,78229,2103405106,PROPRIETARY,10/3/1989,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677222,PEDIATRIC SPECIAL CARE,2424 WILCREST DRIVE SUITE 299,HOUSTON,TX,77042,7136668287,PROPRIETARY,9/28/1989,Y,Y,N,N,N,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677238,SUNGLO HOME HEALTH SERVICES INC,3201 SOUTH EXPRESSWAY 83,HARLINGEN,TX,78550,9564236100,PROPRIETARY,2/6/1990,Y,Y,Y,Y,Y,Y,88,98,97,100,44,38,98,100,100,199,94,99,100,55,65,65,63,65,93,201,41,201,28
677247,ADVANCED HOME HEALTH SERVICES,200 S AUSTIN,SEGUIN,TX,78155,8303796171,PROPRIETARY,3/15/1990,Y,Y,Y,Y,Y,Y,91,93,94,97,74,62,98,97,99,100,99,98,93,57,41,67,64,56,95,201,44,201,41
677248,DENTON HOME HEALTH,4524 BOAT CLUB ROAD SUITES 162 174 & 176,FORT WORTH,TX,76135,8172386277,PROPRIETARY,3/26/1990,Y,Y,Y,Y,Y,Y,86,100,97,97,199,85,199,97,100,199,199,100,100,44,51,41,38,47,199,201,199,201,14
677249,"INTEGRACARE OF WICHITA FALLS, LLC",2733 MIDWESTERN PKWY SUITE 120,WICHITA FALLS,TX,76308,9406890277,VOLUNTARY NON-PROFIT - OTHER,4/4/1990,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677259,FALLS HOME HEALTH SERVICES INC,1401 HOLLIDAY SUITE 216,WICHITA FALLS,TX,76301,9407661990,PROPRIETARY,4/30/1990,Y,Y,Y,Y,Y,Y,96,96,100,87,75,69,97,84,100,199,100,100,99,79,56,88,98,68,199,201,86,201,47
677264,DIRECT HEALTH CARE INC,5902 66TH,LUBBOCK,TX,79424,8067933999,PROPRIETARY,5/29/1990,Y,Y,Y,Y,Y,Y,99,98,100,100,76,81,89,100,99,100,99,100,99,71,64,86,77,75,88,201,62,201,23
677267,INTREPID USA HEALTHCARE SERVICES,8777 NORTH STEMMONS FREEWAY SUITE 150,DALLAS,TX,75247,2146880330,PROPRIETARY,6/13/1990,Y,Y,Y,Y,Y,Y,87,75,82,96,71,81,88,99,92,199,80,96,96,45,44,60,63,62,82,201,61,201,25
677271,NURSES IN TOUCH HOME HEALTH,1815 TENTH STREET,FLORESVILLE,TX,78114,8302167111,PROPRIETARY,8/13/1990,Y,Y,Y,Y,Y,Y,97,81,100,97,66,64,98,98,97,82,89,73,92,55,52,70,75,71,94,201,45,201,24
677275,L&C NURSING SERVICES INC,818 NORTH UNIVERSITY DRIVE STE 203,NACOGDOCHES,TX,75961,9365699353,PROPRIETARY,9/6/1990,Y,Y,Y,Y,Y,Y,92,199,100,80,86,92,199,92,199,199,199,199,72,199,199,199,199,199,199,201,199,201,58
677277,CLAY COUNTY HOME HEALTH CARE,310 WEST SOUTH STREET,HENRIETTA,TX,76365,9405385621,PROPRIETARY,9/19/1990,Y,Y,Y,Y,Y,Y,94,86,100,96,80,84,100,100,100,199,199,199,100,42,72,63,65,81,199,201,35,201,35
677283,WINDSONG HOME HEALTH AGENCY,5055 WEST PANTHER CREEK DRIVE,THE WOODLANDS,TX,77381,2812924321,VOLUNTARY NON-PROFIT - OTHER,11/7/1990,Y,Y,Y,N,Y,Y,83,69,32,96,81,73,84,92,82,199,86,83,100,45,55,57,66,63,199,201,39,201,17
677285,HEALTH CARE UNLIMITED INC,1100 EAST LAUREL,MCALLEN,TX,78504,9569949911,PROPRIETARY,12/7/1990,Y,Y,N,Y,Y,Y,92,92,99,99,63,72,91,100,91,98,84,97,99,49,41,57,70,59,85,201,39,201,19
677290,LOPEZ HEALTH SYSTEMS INC,2209 NORTH HIGHWAY 83,CRYSTAL CITY,TX,78839,8303749800,PROPRIETARY,12/17/1990,Y,Y,N,N,N,Y,92,77,99,97,35,40,70,93,78,199,75,69,98,63,46,65,76,74,92,201,30,201,22
677291,NOCONA GENERAL HOSPITAL HOME AND COMMUNITY SUPPORT,507 CROXTON,NOCONA,TX,76255,9408253235,PROPRIETARY,1/16/1991,Y,Y,N,Y,Y,Y,98,80,99,99,62,66,92,96,87,100,96,98,98,51,94,78,68,36,199,201,199,201,47
677296,HOME CARE OF THE PERMIAN BASIN INC,501 ANDREWS HWY,MIDLAND,TX,79701,4325707587,PROPRIETARY,2/21/1991,Y,Y,Y,Y,Y,Y,82,83,97,66,37,28,89,81,98,199,98,97,84,60,55,61,83,71,199,201,42,201,39
677297,INTREPID USA HEALTHCARE SERVICES,4007 CALL FIELD ROAD STE D,WICHITA FALLS,TX,76308,9406969239,PROPRIETARY,2/25/1991,Y,Y,Y,Y,Y,Y,88,86,99,100,87,88,88,99,86,199,91,98,96,45,47,73,67,68,199,201,63,201,31
677299,HOME CARE PROFESSIONAL SERVICES INC,400 MEDICAL CENTER BLVD SUITE 201,WEBSTER,TX,77598,2813322498,PROPRIETARY,2/27/1991,Y,Y,Y,Y,Y,N,70,91,99,70,17,21,100,98,100,199,100,100,97,48,43,63,61,39,199,201,50,201,44
677402,RESCARE HOMECARE TEXAS,1319 NORTH PRUETT STREET,BAYTOWN,TX,77520,2814282244,PROPRIETARY,4/26/1991,Y,Y,Y,Y,Y,Y,83,89,100,97,22,19,100,97,100,199,100,97,90,25,31,30,27,22,89,201,35,201,37
677405,COMMUNITY HOME CARE,303 SANDY CORNER ROAD,EL CAMPO,TX,77437,9795434742,VOLUNTARY NON-PROFIT - OTHER,5/17/1991,Y,Y,Y,Y,N,Y,81,93,99,97,91,96,88,100,100,199,199,100,98,59,59,66,81,80,199,201,45,201,25
677412,LEE HEALTHCARE INC,114 EAST MAIN,HAMILTON,TX,76531,2543868971,PROPRIETARY,6/5/1991,Y,Y,Y,Y,Y,Y,96,96,99,100,76,86,99,99,100,100,100,100,99,58,36,64,55,37,92,201,57,201,30
677415,BRMC HOME CARE,705 EAST FELT,BROWNFIELD,TX,79316,8066370063,GOVERNMENT - STATE/COUNTY,6/21/1991,Y,Y,Y,Y,Y,Y,94,93,99,99,92,98,83,99,100,199,92,100,97,46,71,68,81,68,199,201,46,201,37
677416,HANSFORD HOME CARE,720 SOUTH ROLAND,SPEARMAN,TX,79081,8066592457,GOVERNMENT - STATE/COUNTY,7/10/1991,Y,Y,N,Y,Y,Y,96,93,100,96,74,81,199,98,100,199,199,199,94,78,199,79,60,33,199,201,199,201,33
677421,INTEGRACARE OF  SEYMOUR,108 EAST MORRIS STREET,SEYMOUR,TX,76380,9408883744,PROPRIETARY,7/16/1991,Y,Y,Y,Y,N,Y,94,98,100,100,68,81,199,100,100,199,100,98,100,66,45,77,69,27,199,201,66,201,33
677427,HEMPHILL COUNTY HOSPITAL HOME HEALTH AGENCY,1020 SOUTH 4TH STREET,CANADIAN,TX,79014,8063238603,GOVERNMENT - LOCAL,8/12/1991,Y,Y,N,N,Y,Y,88,81,100,100,63,57,199,98,199,199,199,199,100,49,199,74,87,52,199,201,60,201,16
677428,CARE PLUS HOME HEALTH,101 NORTH PECAN ST,WOODVILLE,TX,75979,4092833600,PROPRIETARY,8/29/1991,Y,Y,N,N,N,Y,88,96,100,98,51,69,199,86,100,199,199,199,76,199,199,71,199,199,199,201,199,201,56
677429,COMANCHE COMMUNITY HEALTH CARE,108 WEST OAK STREET,COMANCHE,TX,76442,3253562509,VOLUNTARY NON-PROFIT - OTHER,9/6/1991,Y,Y,Y,Y,Y,Y,96,100,100,100,85,89,93,100,99,199,96,97,100,55,39,65,61,47,90,201,31,201,25
677433,ROBINSON CREEK HOME HEALTH AND HOSPICE,609 CASTLE RIDGE ROAD SUITE #300,AUSTIN,TX,78746,5123287606,PROPRIETARY,9/18/1991,Y,Y,Y,Y,Y,Y,96,82,100,95,78,81,83,99,98,199,93,98,95,55,68,59,71,82,199,201,34,201,27
677439,"HEALTHBACK HOME HEALTH OF N E TEXAS, INC",2605 TEXAS BLVD,TEXARKANA,TX,75503,9037930282,PROPRIETARY,10/22/1991,Y,Y,Y,Y,Y,Y,82,100,96,46,77,63,199,69,95,199,199,91,86,51,26,47,48,44,199,201,36,201,25
677440,PEDIATRIC SERVICES OF AMERICA INC,6575 WEST LOOP SOUTH SUITE 500,BELLAIRE,TX,77401,8323251280,PROPRIETARY,10/29/1991,Y,N,N,N,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677442,OUTREACH HEALTH SERVICES,10 BRIERCROFT OFFICE PARK SUITE 100,LUBBOCK,TX,79412,8067987118,PROPRIETARY,11/21/1991,Y,Y,Y,Y,N,N,96,67,99,99,87,86,96,100,99,86,100,99,99,50,44,52,59,46,96,201,31,201,30
677447,ENCOMPASS HOME HEALTH OF THE PANHANDLE,2505 LAKEVIEW DRIVE  #100,AMARILLO,TX,79109,8063511700,PROPRIETARY,12/4/1991,Y,Y,Y,N,Y,Y,71,95,91,79,85,80,70,95,88,199,66,38,96,51,43,67,53,53,91,201,55,201,33
677450,HOMEBOUND HEALTH CARE,1705 NORTH BISHOP,TEXARKANA,TX,75501,9038384941,PROPRIETARY,1/3/1992,Y,Y,Y,Y,Y,Y,98,86,100,99,58,69,100,100,100,199,100,99,98,37,13,43,26,15,199,201,34,201,40
677455,BRADY HEALTH CARE SERVICES INC,1700 SOUTH BRIDGE STREET,BRADY,TX,76825,3255973994,PROPRIETARY,1/28/1992,Y,Y,Y,Y,Y,Y,93,96,100,99,81,89,100,99,100,199,100,99,96,64,65,68,60,66,93,201,52,201,33
677457,AMED HOME HEALTH,8900 E F LOWRY EXPRESSWAY SUITE 102,TEXAS CITY,TX,77591,4099351675,PROPRIETARY,2/10/1992,Y,Y,Y,Y,Y,Y,83,92,100,98,45,43,94,97,99,100,100,99,98,43,40,53,67,65,92,201,42,201,36
677458,HOME HEALTH SERVICES OF MASON KIMBLE MENARD INC,717 E RAINEY,MASON,TX,76856,3253475145,PROPRIETARY,2/12/1992,Y,Y,Y,Y,Y,Y,94,91,97,93,79,76,89,96,96,199,83,93,94,58,61,59,50,50,99,201,40,201,40
677465,INTERIM HEALTHCARE OF ROTAN,139 W 2ND ST,COLORADO CITY,TX,79512,3257288111,PROPRIETARY,3/3/1992,Y,Y,Y,Y,Y,Y,99,89,99,94,81,76,95,74,100,199,97,98,100,50,40,66,68,49,96,201,53,201,33
677488,NURSEFINDERS OF NORTH TEXAS,7524 MOSIER VIEW COURT SUITE 106,FORT WORTH,TX,76118,8175895009,PROPRIETARY,4/17/1992,Y,Y,Y,Y,Y,Y,85,91,99,100,79,91,199,98,100,199,100,100,100,28,32,41,49,44,199,201,27,201,27
677492,ATTENTIVE PRIMECARE HOME HEALTH,700 HIGHLANDER SUITE 180,ARLINGTON,TX,76015,8887758003,PROPRIETARY,4/16/1992,Y,Y,Y,Y,Y,Y,83,85,97,96,65,56,82,96,95,95,92,96,97,49,48,65,62,63,86,201,49,201,29
677493,MULTICARE NURSES,899 PRESIDENTIAL DRIVE SUITE 110,RICHARDSON,TX,75081,9724372273,PROPRIETARY,5/11/1992,Y,Y,Y,Y,Y,Y,94,79,64,97,80,84,85,97,96,199,92,98,97,54,63,67,61,58,82,201,47,201,20
677495,OUTREACH HEALTH SERVICES,505 EAST HUNTLAND DRIVE SUITE #550A,AUSTIN,TX,78752,5128328625,GOVERNMENT - STATE/COUNTY,5/27/1992,Y,Y,Y,Y,Y,Y,94,62,91,98,82,82,77,97,89,199,81,94,98,50,41,46,56,49,94,201,33,201,28
677504,INTERIM HEALTHCARE,6800 PARK TEN BLVD STE 270 -W,SAN ANTONIO,TX,78213,2103773933,PROPRIETARY,6/29/1992,Y,Y,Y,Y,Y,Y,86,95,99,96,48,43,98,95,100,98,90,55,100,41,40,60,78,63,96,201,50,201,30
677513,BAYSIDE HOME HEALTH CARE INC,5842 S STAPLES STREET,CORPUS CHRISTI,TX,78413,3619809797,PROPRIETARY,8/27/1992,Y,Y,Y,Y,Y,Y,88,80,98,99,63,59,73,98,76,199,65,55,99,59,45,65,55,42,199,201,41,201,31
677515,CONTINUCARE HOME HEALTH INC,4335 WEST PIEDRAS DRIVE SUITE #102,SAN ANTONIO,TX,78228,2107346166,PROPRIETARY,9/15/1992,Y,Y,Y,Y,Y,Y,82,96,74,85,47,44,93,75,98,199,100,98,88,51,49,67,72,42,199,201,54,201,42
677517,URESTI SENIOR ASSISTANCE,830 WEST KING,KINGSVILLE,TX,78363,3615925262,PROPRIETARY,9/11/1992,Y,Y,Y,Y,Y,Y,86,76,100,100,30,23,88,100,92,97,90,98,95,47,34,53,52,41,86,201,43,201,34
677520,PRIORITY HOME HEALTH SERVICES,12160 ABRAMS ROAD SUITE 625,DALLAS,TX,75243,2146929704,PROPRIETARY,9/24/1992,Y,Y,Y,Y,Y,Y,62,87,99,100,91,95,100,100,100,199,199,100,98,65,57,67,56,48,93,201,36,201,26
677522,AMERICAN MEDICAL HOME HEALTH SERVICES,5926 SOUTH STAPLES BLDG B SUITE 1B,CORPUS CHRISTI,TX,78413,3618879760,PROPRIETARY,9/10/1992,Y,Y,Y,Y,Y,Y,72,100,100,96,77,80,199,87,199,199,199,199,66,34,23,40,28,30,199,201,28,201,26
677523,DEL NORTE HOMECARE LC,2267 TRAWOOD  STE A 2,EL PASO,TX,79935,9155941116,PROPRIETARY,9/16/1992,Y,Y,Y,Y,Y,Y,54,79,91,81,83,73,88,81,97,199,92,79,77,39,34,45,55,54,199,201,35,201,31
677531,MEMORIAL HOME HEALTH,209 S BLISS,DUMAS,TX,79029,8069354946,GOVERNMENT - LOCAL,10/13/1992,Y,Y,Y,Y,N,Y,93,91,100,99,86,76,81,100,97,199,86,97,98,53,56,73,74,60,97,201,46,201,32
677532,PILOT POINT HOME HEALTH INC,401 EAST MAIN STREET,WHITESBORO,TX,76273,9035647709,PROPRIETARY,10/2/1992,Y,Y,Y,Y,N,Y,90,96,100,97,85,86,93,98,100,199,199,93,93,55,51,72,44,49,199,201,51,201,40
