ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing,Physical,Occupational Therapy,Speech Therapy,Medical Social,Home Health Aide,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
743161,TRENDY CARE HOME HEALTH SERVICES,9304 FOREST LANE SUITE SOUTH 224,DALLAS,TX,75243,2142217727,Proprietary,6/27/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743162,BEYOND FAITH HOMECARE & REHAB OF WICHITA FALLS,3704 KELL BLVD,WICHITA FALLS,TX,76309,9406968004,Proprietary,8/21/08 0:00,Y,Y,N,N,N,Y,96,100,100,99,82,83,100,100,100,199,100,97,97,61,63,88,55,47,199,201,61,201,40
743163,A AMERICAN HOME CARE AND COMMUNITY SERVICES LLC,402 SOUTH JOHN RIDDITT DRIVE STE 203,LUFKIN,TX,75904,9366323000,Proprietary,9/15/08 0:00,Y,Y,Y,Y,N,Y,91,81,100,100,75,85,199,100,100,199,199,199,98,47,55,55,64,42,80,201,199,201,40
743164,DOROTHYS STAR HOME HEALTH LLC,26302 FM 2978,MAGNOLIA,TX,77354,2812591721,Proprietary,6/18/08 0:00,Y,Y,Y,Y,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
743165,AWFOD HOME HEALTHCARE SERVICES,10925 BEECHNUT STREET SUITE 204B,HOUSTON,TX,77072,2812080002,Proprietary,8/18/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,46
743166,SOUTHERN TEXAS HOME HEALTH INC,181 COUNTY ROAD 677,DEVINE,TX,78016,8306635240,Proprietary,7/30/08 0:00,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743167,OMNIX HEALTH CARE SERVICES INC,16107 SPINNAKER DR,CROSBY,TX,77532,2813285869,Proprietary,8/28/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743168,ABBIS CARE TEAM,7324 SOUTHWEST FREEWAY SUITE 555,HOUSTON,TX,77074,8326236107,Proprietary,5/15/08 0:00,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,48,40,68,53,51,199,201,66,201,25
743169,MOODY HOME HEALTH SERVICES,924 THIRD STREET SUITE A,ROSENBERG,TX,77471,2816332266,Proprietary,8/8/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743170,TEXAS PREMIER CARE SERVICES INC,10503 PAVONIA DRIVE,HOUSTON,TX,77095,2814631166,Proprietary,9/25/08 0:00,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,77,199,199,199,201,199,201,27
743171,VIBRANT HOME HEALTH CARE INC,7215 INTERSTATE 30 SUITE J,GREENVILLE,TX,75402,9727721153,Proprietary,10/10/08 0:00,Y,Y,Y,Y,Y,Y,69,97,100,100,57,57,199,100,100,199,100,91,100,39,34,62,47,51,199,201,45,201,49
743172,HOME SWEET HOME UNLIMITED,11355 MONTWOOD DR STE B,EL PASO,TX,79936,9158574081,Proprietary,9/18/08 0:00,Y,Y,Y,N,N,Y,91,100,100,100,68,53,199,100,100,199,199,100,98,60,62,71,67,90,87,201,67,201,30
743173,HEALTH SENSE HOME CARE INC,5555 NORTH LAMAR BLVD SUITE K-123,AUSTIN,TX,78751,5124748885,State/County,8/4/08 0:00,Y,Y,Y,Y,Y,N,89,69,98,94,43,42,62,98,92,199,66,82,93,39,35,62,38,55,199,201,38,201,28
743174,PREMIER HOME CARE,1800 JUDSON ROAD SUITE 400,LONGVIEW,TX,75605,9037532273,Proprietary,9/16/08 0:00,Y,Y,N,N,Y,Y,86,62,76,60,91,82,199,64,199,199,199,199,68,34,27,54,62,44,68,201,37,201,40
743175,HANDS OF COMPASSION HOME CARE INC,1030 ANDREWS HWY STE. 203,MIDLAND,TX,79701,4322187996,Proprietary,7/25/08 0:00,Y,Y,Y,Y,N,Y,84,100,100,100,57,27,199,98,100,199,199,100,93,91,91,100,95,86,199,201,199,201,28
743176,AR MONI HEALTHCARE SERVICES INC,7524 BOSQUE SQUARE SUITE B,WACO,TX,76712,2542356074,Proprietary,7/23/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,41
743177,OPTIMUM BASE SERVICES INC,9550 FOREST LANE SUITE 115,DALLAS,TX,75243,2143407900,Proprietary,9/5/08 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743178,REMEDY HOME HEALTH AGENCY INC,9550 FOREST LANE BLDG 6 SUITE 600,DALLAS,TX,75243,9724752325,Proprietary,9/25/08 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
743180,"DEPENDABLE CARE HEALTH SERVICE, LLC",5318 GLEN VISTA DRIVE,GARLAND,TX,75044,4693665784,Proprietary,10/14/08 0:00,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743181,ASPEN HEALTHCARE SERVICES INC,998 LITTLE DEN DRIVE,LEWISVILLE,TX,75067,9723162035,Proprietary,10/7/08 0:00,Y,Y,Y,Y,Y,Y,94,85,98,56,74,67,199,78,84,199,199,91,82,36,199,199,199,199,199,201,199,201,34
743182,ALLIANCE HEALTHCARE SERVICES LP,10935 ESTATE LANE SUITE 271,DALLAS,TX,75238,9724293660,Proprietary,10/14/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743183,A GOOD HOMEHEALTH,1513 VICEROY DRIVE,DALLAS,TX,75235,2148193868,Proprietary,10/6/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,31
743184,REEZ HOME HEALTH SERVICES,25507 CANYON CROSSING CT,RICHMOND,TX,77469,2812393118,Proprietary,6/20/08 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743185,ST JUDES HOME HEALTH AGENCY,3304 CHANDLER COURT,IRVING,TX,75060,9727902356,Proprietary,7/25/08 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
743186,MARANATHA HOME HEALTH,2451 ROBINSON ROAD SUITE 100,GRAND PRAIRIE,TX,75051,9729920190,Proprietary,4/26/08 0:00,Y,Y,Y,Y,N,Y,86,96,100,83,77,69,199,94,100,199,199,199,86,23,199,39,31,20,199,201,17,201,35
743187,INTOUCH HOME HEALTH INC,4501 ROWLETT ROAD STE 103,ROWLETT,TX,75088,4695835302,Proprietary,8/13/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,57,199,74,29,87,199,201,199,201,23
743188,FRONTVIEW HOME HEALTH,1058 MOCKINGBIRD HILL COURT,MURPHY,TX,75094,9724241691,Proprietary,8/6/08 0:00,Y,Y,N,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743189,CARETOUCH SERVICES INC,10935 ESTATE LANE SUITE S235,DALLAS,TX,75238,2142217722,Proprietary,9/10/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743190,MERCYFULL HOME HEALTH INC,301 SOUTH 9TH STREET #216,RICHMOND,TX,77469,2812327500,Proprietary,8/19/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743191,LUCENT HOME HEALTH LLC,1485 RICHARDSON DRIVE SUITE 135,RICHARDSON,TX,75080,9726640945,Proprietary,10/29/08 0:00,Y,Y,Y,Y,Y,Y,32,100,100,89,17,16,199,97,100,199,199,199,79,41,42,70,38,50,199,201,64,201,36
743192,ALWAYS HOMEHEALTH,7616 LBJ FREEWAY SUITE 500,DALLAS,TX,75251,2149326202,Proprietary,11/12/08 0:00,Y,Y,Y,Y,Y,Y,94,77,94,81,67,51,80,94,100,199,85,79,81,51,44,61,63,51,199,201,199,201,52
743193,KM HOME HEALTH SERVICES,2959 VOLTURNO DRIVE,GRAND PRAIRIE,TX,75052,8174196084,Proprietary,9/5/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743194,ETON HOME HEALTHCARE INC,1518 CRESCENT OAK DRIVE,MISSOURI CITY,TX,77459,2818350552,Proprietary,9/10/08 0:00,Y,Y,N,N,N,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
743195,CRESCENT HEALTH CARE INC,301 SOUTH 9TH ST #218,RICHMOND,TX,77469,2818277637,Proprietary,9/5/08 0:00,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,34
743196,LIVING HOPE HOME HEALTHCARE,12621 FEATHERWOOD DRIVE SUITE 243,HOUSTON,TX,77034,2814846500,Proprietary,8/20/08 0:00,Y,Y,Y,Y,Y,Y,89,100,98,91,67,59,199,85,97,199,97,100,98,50,46,68,71,61,199,201,40,201,43
743197,CHRISTUS HOMECARE,"1205 E SANDY LAKE ROAD, SUITE 330",COPPELL,TX,75019,9723938094,Religious Affiliations,9/29/08 0:00,Y,Y,Y,N,N,N,199,199,199,199,199,199,199,199,199,199,199,199,199,37,46,59,66,42,199,201,199,201,49
743198,JAIMEL HEALTH CARE SERVICES LLC,9950 WESTPARK DRIVE SUITE 404,HOUSTON,TX,77063,7137802968,Proprietary,9/17/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,58
743199,AGAPE HEALTHCARE SERVICES,9800 CENTRE PARKWAY SUITE 830,HOUSTON,TX,77036,7135415534,Proprietary,7/23/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747000,CUSTOMIZED HEALTH CARE SERVICES INC,2600 SOUTH LOOP WEST SUITE 435,HOUSTON,TX,77054,7136672427,Proprietary,8/20/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,31,29,55,50,22,199,201,20,201,6
747001,JADALIA HOME HEALTH AGENCY INC,4615 NORTH FREEWAY SUITE 316,HOUSTON,TX,77022,7136993480,Proprietary,11/17/08 0:00,Y,Y,N,N,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,19,0,15,18,20,199,201,3,201,29
747002,LOWER VALLEY HOME HEALTH LLC,1425 E RUBEN TORRES BLVD SUITE A,BROWNSVILLE,TX,78521,9565442200,Proprietary,11/7/08 0:00,Y,Y,Y,Y,Y,Y,78,95,96,100,85,81,199,100,100,199,199,199,97,199,199,199,199,199,199,201,199,201,199
747003,DALLAS HOME HEALTH CARE INC,4501 GRANTHAM DR,GARLAND,TX,75043,2142274577,Proprietary,10/24/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,58
747004,PECULIAR CARE HOME HEALTH INC,8035 EAST RL THORNTON FRWY SUITE 444,DALLAS,TX,75228,2143217200,Proprietary,11/21/08 0:00,Y,Y,N,N,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
747005,TOO CARE HOME HEALTH AGENCY,11520 NORTH CENTRAL EXPRESSWAY SUITE 122,DALLAS,TX,75243,2146957320,Proprietary,10/1/08 0:00,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747006,A CARING TOUCH HOME HEALTH SERVICES,395 TILLMAN ROAD,LUFKIN,TX,75901,9366329400,Proprietary,11/13/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,57
747007,ABILITY AND PERFORMANCE HOME CARE LLC,200 WEST EXPRESSWAY 83 SUITE C,SAN JUAN,TX,78589,9562839070,Proprietary,11/13/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747008,SSA HOME HEALTH CARE,4635 SOUTHWEST FREEWAY SUITE 182,HOUSTON,TX,77027,7139601188,Proprietary,12/11/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747009,SUMIC CARE INCORPORATED,7100 REGENCY SQUARE SUITE #101,HOUSTON,TX,77036,7139880013,Proprietary,12/22/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,60
747010,TEXAS CHOICE HEALTHCARE SERVICES INC,2440 TEXAS PARKWAY SUITE 245,MISSOURI CITY,TX,77489,2819698378,Proprietary,12/5/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,68
747011,CAREPOINT HEALTH INC,7324 SOUTHWEST FREEWAY SUITE 325,HOUSTON,TX,77074,7137717990,Proprietary,10/24/08 0:00,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747012,ESTAN HEALTHCARE SERVICES INC,10707 CORPORATE DRIVE SUITE 152,STAFFORD,TX,77477,2814988280,Proprietary,11/18/08 0:00,Y,Y,Y,Y,Y,Y,91,93,199,76,199,82,199,100,96,199,199,199,71,199,199,199,199,199,199,201,199,201,0
747013,ACUTE HEALTHCARE SERVICES INC,30 WATERS LAKE BLVD,MISSOURI CITY,TX,77459,8324400134,Proprietary,11/5/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,21,12,32,40,199,199,201,199,201,7
747014,AMERIPRO HEALTHCARE GROUP LLC,16422 STUEBNER AIRLINE  SUITE 218,SPRING,TX,77379,2813760800,Proprietary,12/1/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,45
747015,UNIQUE HOME HEALTH,2415 NOGALITOS SUITE #C,SAN ANTONIO,TX,78225,2109246077,Proprietary,12/4/08 0:00,Y,Y,Y,Y,Y,Y,95,199,199,90,199,95,199,95,199,199,199,199,100,199,199,199,199,199,199,201,199,201,38
747017,PRECISION HEALTHCARE SERVICES,13508 MOORING POINTE,PEARLAND,TX,77584,2817736166,Proprietary,12/23/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747018,KAPPA HOME HEALTH SERVICES INC,11010 RAMP CREEK LANE,SUGAR LAND,TX,77478,2812400015,Proprietary,12/23/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747019,CHEMIK HEALTH CARE SERVICES INC,9950 WESTPARK DR SUITE 446,HOUSTON,TX,77063,2819332902,Proprietary,11/30/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747020,THRIVE HOME HEALTH CARE INC,505 UNIVERSITY DR EAST SUITE 603,COLLEGE STATION,TX,77840,9798461213,Proprietary,11/25/08 0:00,Y,Y,Y,Y,N,Y,83,80,100,98,39,33,100,98,100,199,199,95,97,31,26,56,36,61,199,201,26,201,37
747021,PINNACLE SENIOR CARE,3201 CHERRY RIDGE STE 220,SAN ANTONIO,TX,78230,2108328031,Proprietary,10/30/08 0:00,Y,Y,Y,Y,Y,Y,72,100,100,97,57,29,199,97,199,199,199,199,97,30,33,52,45,58,199,201,48,201,37
747022,ROYALTY CARE HOME HEALTH SERVICES INC,595 ROUND ROCK WEST DRIVE  SUITE 304,ROUND ROCK,TX,78681,5122444254,Proprietary,10/29/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,35
747023,PUEBLO DE SALUD HOME HEALTH SERVICES LLC,9771 EASTRIDGE,EL PASO,TX,79925,9155903330,Proprietary,11/6/08 0:00,Y,Y,Y,Y,Y,Y,92,100,100,89,199,67,199,100,100,199,199,96,97,199,199,199,199,199,199,201,199,201,40
747024,ALAMO HOME HEALTHCARE INC,11411 RENDEZVOUS SUITE 100,SAN ANTONIO,TX,78216,2105418884,Proprietary,10/30/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,33
747025,APG HOMECARE INC,820 BUSINESS PARK 2802 SE LOOP 820 BLD 5,FORT WORTH,TX,76140,8174238771,Proprietary,12/8/08 0:00,Y,N,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747026,CAREFUL CARE SERVICES LLC,4237 LAVACA DRIVE,PLANO,TX,75074,2143959775,Proprietary,11/3/08 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,60
747027,VALLEY MEDCARE SERVICES,1002 WEST SAM HOUSTON SUITE 5,PHARR,TX,78577,9562830646,Proprietary,12/2/08 0:00,Y,Y,Y,Y,Y,Y,45,199,199,100,199,59,199,100,199,199,199,199,95,199,199,199,199,199,199,201,199,201,36
747028,LAREDO QUALITY HOME HEALTH INC,6019 MCPHERSON RD SUITE 7,LAREDO,TX,78041,9567255533,Proprietary,10/10/08 0:00,Y,Y,Y,Y,N,Y,86,100,100,100,199,81,199,100,100,199,199,199,100,199,199,199,199,199,199,201,199,201,199
747029,FREEDOM HEALTHCARE INC,3800 W XENOPS,MCALLEN,TX,78504,9566869948,Proprietary,9/25/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,61,199,60,88,199,199,201,199,201,17
747030,SOUTHWEST HOME HEALTH CARE CENTRAL TEXAS,600 ROUND ROCK WEST DRIVE SUITE 703,ROUND ROCK,TX,78681,5127337300,Proprietary,9/5/08 0:00,Y,Y,Y,Y,Y,Y,93,96,100,95,67,54,199,93,92,199,199,100,98,39,49,56,65,52,73,201,35,201,28
747031,ECCLESIASTES HOME HEALTHCARE INC,7322 SOUTHWEST FREEWAY SUITE 570,HOUSTON,TX,77074,7137770196,Proprietary,1/6/09 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
747032,CANDID HEALTH CARE SERVICES INC,7447 HARWIN DRIVE SUITE  106,HOUSTON,TX,77036,7137890065,Proprietary,11/7/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,81,79,87,84,62,199,201,87,201,9
747033,EBRA HOME HEALTH SERVICES,6214 PRESIDIO CANYON DRIVE,KATY,TX,77450,8322984649,Proprietary,10/3/08 0:00,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,36,26,72,53,52,199,201,39,201,23
747034,SOUTH TEXAS HOME HEALTH,1420 N 17TH ST UNIT B,KINGSVILLE,TX,78363,3612219809,Proprietary,10/23/08 0:00,Y,Y,Y,Y,Y,Y,89,86,199,100,45,43,199,100,95,199,199,199,100,199,199,199,199,199,199,201,199,201,199
747035,CHAMPION HOME HEALTH SERVICES,508 N WASHINGTON AVENUE,MOUNT PLEASANT,TX,75455,9035770355,Proprietary,11/25/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747036,HOME CARE OPTIONS  HOUSTON INC,9898 BISSONET SUITE 589,HOUSTON,TX,77036,7132712775,Proprietary,9/29/08 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
747037,ANGEL WINGS HOME HEALTH CARE  AGENCY,14601 BELLAIRE BLVD SUITE 35,HOUSTON,TX,77083,2814952937,Proprietary,9/15/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747038,ADVANCING AT HOME HEALTH CARE LLC,209 HWY 79 N SUITE 101,HENDERSON,TX,75652,9036576050,Proprietary,1/30/09 0:00,Y,Y,Y,Y,Y,Y,97,93,100,100,57,72,199,97,100,199,199,199,100,32,20,51,35,20,199,201,16,201,47
747039,AAA HEALTHCARE SERVICES INC,505 NORTH SAM HOUSTON PARKWAY E STE 400,HOUSTON,TX,77060,2812724745,Proprietary,1/16/09 0:00,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,25,20,4,15,0,199,201,12,201,30
747040,THE COMFORTER HEALTHCARE SERVICE,4121 MARVIN D LOVE FRWY SUITE 1000,DALLAS,TX,75224,2143750888,Proprietary,1/26/09 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
747041,PROMISE HOMEHEALTH INC,3216 SILVER CREEK DR,MESQUITE,TX,75181,9722221517,Proprietary,1/29/09 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747042,EVEREST HOME HEALTH CARE INC,1643 SKYVIEW DRIVE,IRVING,TX,75060,9727909730,Proprietary,1/9/09 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,35
747043,EMR HOME HEALTH CARE SERVICES LLC,141 SOUTH MAXWELL CREEK ROAD,WYLIE,TX,75098,2142658700,Proprietary,12/22/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747044,ST MARTIN HEALTHCARE SERVICES LLC,6100 CORPORATE DR SUITE 515,HOUSTON,TX,77036,7137715553,Proprietary,1/21/09 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747045,LVN HEALTH CARE,304 NORTH FLORES STREET,RIO GRANDE CITY,TX,78582,9567355391,Proprietary,9/23/08 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
747046,SMC HOME HEALTH INC,117 E COMMERCE SUITE 105,FAIRFIELD,TX,75840,9033899921,Proprietary,12/4/08 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,40,47,67,77,57,199,201,199,201,32
747047,AYUDA HOME HEALTH CARE SERVICES LLC,6044 GATEWAY EAST SUITE 410,EL PASO,TX,79905,9152319494,Proprietary,1/14/09 0:00,Y,Y,Y,Y,Y,Y,81,96,87,69,54,47,199,84,199,199,199,100,72,47,47,71,51,37,199,201,49,201,49
747048,ALIVE HOME HEALTHCARE,1701 WYLIE CREEK DRIVE,DESOTO,TX,75115,9722302332,Proprietary,12/31/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747049,VICTORY FIVE HEALTHCARE INC,412 WOLFE STREET,CEDAR HILL,TX,75104,9722938433,Proprietary,12/4/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747050,LEONE HOMEHEALTH CARE AGENCY INC,3201 I 30 SUITE A,MESQUITE,TX,75150,2142272510,Proprietary,2/5/09 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747051,VITAL HOME HEALTH,3321 BROADWAY BLVD SUITE 201,GARLAND,TX,75043,9728401010,Proprietary,11/19/08 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
747052,HEALING TOUCH HOMECARE LLC,4511 STONEWALL STREET,GREENVILLE,TX,75401,9034558191,Proprietary,12/10/08 0:00,Y,Y,N,N,Y,Y,90,82,100,100,199,75,199,100,100,199,199,199,100,199,199,199,199,199,199,201,199,201,53
747053,ZOEY HEALTH SERVICES INC,4260 BLUEBONNET DR,STAFFORD,TX,77477,8325327862,Proprietary,12/31/08 0:00,Y,Y,Y,Y,Y,Y,83,199,199,50,199,9,199,79,199,199,199,199,87,199,199,199,199,199,199,201,199,201,37
747054,STARCHING HOME HEALTH,245 COMMERCE GREEN BLVD SUITE #120,SUGAR LAND,TX,77478,2819800665,Proprietary,11/19/08 0:00,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747055,KESWOOD HOME HEALTH SERVICES LLC,5206 FOUNTAINBROOK LANE,SUGAR LAND,TX,77479,8327156750,Proprietary,12/9/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747056,AVIDA HOME HEALTH INC,1433 JETTIE RAY WAY,EL PASO,TX,79936,9155328432,Proprietary,1/27/09 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
747057,CJ HEALTH CARE INC,738 TURTLE CREEK,MISSOURI CITY,TX,77489,2814377706,Proprietary,12/19/08 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,62,64,95,98,86,199,201,21,201,18
